vehicles to charging, we don't have such vehicles in this region
alpha_k [1.0, 0.7088269379347881, 1.0, 0.8544763087432203, 0.19110530189410205, 1.0, 1.0, 0.8475104692697792, 0.0, 1.0, 1.0, 0.21073233289955856, 0.15288424151529337, 1.0, 1.0, 0.3964625246081142, 0.0, 0.38985481586429016, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8663440352537154, 1.0, 1.0, 0.0, 1.0, 0.4654982875991902, 1.0, 0.5256469427381338, 0.2348522987135667, 0.0, 0.20959936336788557, 0.14711502485423916]
Current Time slot: 22 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 669 number of Occupied Vehicles: 57
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 498552 nonzeros
Model fingerprint: 0xdd46b511
Coefficient statistics:
  Matrix range     [9e-04, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [3e-01, 7e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67604 rows and 108956 columns
Presolve time: 0.11s
Presolved: 4065 rows, 22690 columns, 81132 nonzeros

Ordering time: 0.09s

Barrier statistics:
 AA' NZ     : 1.072e+05
 Factor NZ  : 6.279e+05 (roughly 16 MB of memory)
 Factor Ops : 2.221e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -1.51359319e+05  2.39077717e+03  1.27e+05 1.27e+00  7.47e+04     0s
   1  -7.64266547e+04  1.38651498e+05  6.07e+04 3.80e+01  3.76e+04     0s

Barrier performed 1 iterations in 0.32 seconds (0.24 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4372 iterations and 0.33 seconds (0.40 work units)
Optimal objective  1.443416675e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  272  not_serving:  6
update completed?  726
alpha_k [1.0, 0.42105760151093297, 0.8390146315821574, 0.6725985063096456, 0.148715247626233, 0.8220648410458966, 0.704627006610272, 1.0, 0.6433550929926479, 0.7870833584472079, 1.0, 0.12128825523620627, 0.0, 0.9248229461761208, 1.0, 0.3429806952705357, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.18496458923515569, 0.3609065155806695, 0.3794145420211111, 0.6165486307840423, 0.0, 0.4110324205227232, 0.1897072710105915, 0.10880269955014482, 0.13451970126188392, 0.0, 0.057353361003152754, 0.16626030493047875]
Current Time slot: 23 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 691 number of Occupied Vehicles: 35
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 498636 nonzeros
Model fingerprint: 0xc6814401
Coefficient statistics:
  Matrix range     [1e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [3e-01, 7e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67601 rows and 109316 columns
Presolve time: 0.15s
Presolved: 4068 rows, 22330 columns, 79665 nonzeros

Ordering time: 0.11s

Barrier statistics:
 AA' NZ     : 1.066e+05
 Factor NZ  : 6.381e+05 (roughly 16 MB of memory)
 Factor Ops : 2.372e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -2.13281873e+05  2.54850001e+03  2.31e+05 1.20e+00  1.24e+05     0s
   1  -1.44130178e+05  1.71471590e+05  1.51e+05 3.60e+01  8.16e+04     0s

Barrier performed 1 iterations in 0.38 seconds (0.24 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4823 iterations and 0.38 seconds (0.39 work units)
Optimal objective  1.714538844e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  290  not_serving:  4
update completed?  726
alpha_k [0.0, 0.5674398016993002, 0.5237905861844353, 0.11842221948518887, 0.46730336610487505, 0.27237110481573434, 0.0, 0.47368887794086767, 0.2618952930920633, 0.5081550462981524, 1.0, 0.0, 0.0, 1.0, 1.0, 0.11946101088438116, 0.0, 0.5836523674628104, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.15475630955463504, 0.0, 0.23480267656598516, 0.0, 0.0, 0.2618952930923377, 0.3714151429309056, 0.15743994498034003, 0.14802777435637432, 0.1547563095545512, 0.1294539471558011, 0.1745968620614873]
Current Time slot: 24 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 690 number of Occupied Vehicles: 36
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 499210 nonzeros
Model fingerprint: 0x701a7124
Coefficient statistics:
  Matrix range     [1e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [3e-01, 7e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67576 rows and 109107 columns
Presolve time: 0.11s
Presolved: 4093 rows, 22539 columns, 80381 nonzeros

Ordering time: 0.10s

Barrier statistics:
 AA' NZ     : 1.060e+05
 Factor NZ  : 6.379e+05 (roughly 16 MB of memory)
 Factor Ops : 2.223e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -2.37741218e+05  3.82465685e+03  2.28e+05 6.14e-01  1.61e+05     0s

Barrier performed 0 iterations in 0.30 seconds (0.23 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4094 iterations and 0.30 seconds (0.38 work units)
Optimal objective  1.873099468e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  302  not_serving:  0
update completed?  726
alpha_k [0.0, 0.7769298866861197, 0.2825199587947841, 0.177583974099644, 0.5046724050262098, 0.42865097196480767, 0.7769298866858391, 0.10968421929680228, 0.2825199587950501, 0.09007882744175731, 0.0, 0.0, 0.0, 0.09007882744180601, 1.0, 0.07610741747123163, 0.0, 0.14125997939724572, 0.0, 0.0, 0.30319215090166446, 0.6215439093483494, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14798664508294035, 0.20718130311624525, 0.37442404177618877, 0.25240361800961875, 0.08837117194520913, 0.11653948300282609, 0.047086659799115166]
